Data,Produto,Categoria,Região,Vendedor,Vendas,Quantidade,Custo
2025-11-16,Headphone,Armazenamento,Leste,Bruno Costa,1339,19,7975.043191846605
2023-07-18,Mouse,Armazenamento,Norte,Ana Silva,7306,9,2201.3317708265977
2024-01-22,Memória RAM,Armazenamento,Oeste,Diego Lima,7492,29,6821.962161700891
2023-12-15,Teclado,Armazenamento,Leste,Carla Dias,7034,20,1391.083094998851
2025-08-17,Webcam,Armazenamento,Leste,Ana Silva,3307,10,5872.3234564768345
2024-11-23,Teclado,Informática,Norte,Ana Silva,10709,13,4233.639204220236
2024-01-13,Headset,Informática,Leste,Bruno Costa,5670,18,7848.779941657826
2025-06-17,SSD,Informática,Leste,Diego Lima,1891,16,4458.416420251804
2025-07-04,Headphone,Periféricos,Oeste,Carla Dias,3838,22,278.1200029755647
2024-06-10,Teclado,Armazenamento,Leste,Diego Lima,7635,17,4862.713677822776
2025-01-03,Webcam,Periféricos,Sul,Bruno Costa,5519,22,1230.9063341860783
2023-07-25,Headset,Armazenamento,Norte,Eva Santos,5794,13,6404.44404903413
2024-03-30,Mouse,Informática,Leste,Ana Silva,9239,12,6864.0201162
2024-06-04,Memória RAM,Periféricos,Norte,Carla Dias,4173,10,3898.1806688541374
2025-10-13,Mouse,Informática,Norte,Eva Santos,866,1,6283.1139398542055
2025-08-13,Webcam,Armazenamento,Norte,Bruno Costa,4117,8,1229.2770250143126
2024-12-26,Headset,Armazenamento,Leste,Diego Lima,7573,21,3977.259237362317
2025-10-10,Headphone,Armazenamento,Leste,Ana Silva,6600,22,3200.0385763494305
2024-05-15,Teclado,Informática,Norte,Carla Dias,3365,18,4921.633705460405
2023-04-27,Headset,Armazenamento,Sul,Eva Santos,7975,2,432.2593353210271
2024-01-21,Memória RAM,Informática,Norte,Eva Santos,540,16,6036.812878929129
2024-08-06,Mouse,Periféricos,Sul,Ana Silva,10041,12,706.7039726394947
2024-01-30,Memória RAM,Armazenamento,Norte,Diego Lima,3187,9,5279.254418838906
2025-12-23,Memória RAM,Armazenamento,Oeste,Bruno Costa,382,3,226.18122627635825
2024-12-21,Webcam,Armazenamento,Norte,Diego Lima,10268,22,6668.553464953297
2023-03-13,Webcam,Periféricos,Norte,Diego Lima,3281,26,1463.621071372348
2023-10-01,Teclado,Armazenamento,Leste,Diego Lima,7784,21,4162.740009737765
2023-12-04,Webcam,Informática,Sul,Ana Silva,11648,28,2151.023797522745
2024-08-29,Webcam,Informática,Oeste,Ana Silva,11066,4,5803.365840323662
2023-06-15,Headset,Armazenamento,Sul,Bruno Costa,383,26,2625.100713502592
2023-01-11,Headphone,Armazenamento,Oeste,Diego Lima,1541,2,5818.904813219472
2024-12-29,Teclado,Periféricos,Norte,Ana Silva,11234,8,2336.179958136974
2025-03-11,Headset,Periféricos,Leste,Bruno Costa,9597,10,6039.586880211219
2023-04-12,Headphone,Periféricos,Leste,Bruno Costa,10880,16,322.39553098828156
2025-02-17,Memória RAM,Armazenamento,Sul,Diego Lima,1039,23,2323.8257761608797
2023-08-02,Headset,Periféricos,Leste,Carla Dias,8052,11,4029.1773710070092
2024-02-05,SSD,Periféricos,Sul,Diego Lima,895,18,436.87188880422576
2024-08-10,Headset,Informática,Sul,Carla Dias,10061,22,1553.3897660605269
2025-06-07,Webcam,Periféricos,Oeste,Bruno Costa,577,14,7481.53289459833
2025-12-05,Headphone,Informática,Sul,Ana Silva,881,8,7816.527380227099
2024-08-14,Teclado,Informática,Oeste,Eva Santos,949,23,5938.819583332646
2023-04-02,Teclado,Periféricos,Leste,Bruno Costa,6657,15,2077.4244008859496
2024-11-03,Headphone,Informática,Sul,Ana Silva,7175,17,2143.2981678528745
2024-12-14,Webcam,Armazenamento,Sul,Bruno Costa,9177,21,5194.659633736977
2025-07-24,Mouse,Armazenamento,Norte,Diego Lima,7774,18,1011.388963461718
2023-08-30,Headset,Periféricos,Sul,Carla Dias,8476,6,7590.6102930085035
2023-01-02,Webcam,Armazenamento,Sul,Bruno Costa,5533,23,1860.5181641206618
2023-08-13,SSD,Informática,Norte,Ana Silva,6357,14,7997.114153369515
2025-03-11,Memória RAM,Armazenamento,Norte,Diego Lima,2688,23,4006.2116587954865
2024-08-11,Headphone,Periféricos,Leste,Eva Santos,3868,3,6189.725512824056
2023-04-26,Headset,Periféricos,Sul,Diego Lima,8382,7,97.29802848401329
2025-07-06,Teclado,Informática,Leste,Carla Dias,3517,15,7118.871525633004
2023-07-13,Memória RAM,Periféricos,Leste,Diego Lima,5158,21,2218.416194662197
2025-05-20,Mouse,Armazenamento,Norte,Eva Santos,5379,24,5370.059016820677
2023-03-31,SSD,Periféricos,Oeste,Ana Silva,7538,28,6466.33382388523
2023-05-02,Teclado,Informática,Leste,Bruno Costa,2565,16,1380.0501052272962
2023-05-23,Headphone,Periféricos,Oeste,Carla Dias,7321,16,3584.6750921274934
2025-09-20,Headset,Armazenamento,Sul,Eva Santos,10382,8,3991.180649963233
2023-04-16,Headphone,Informática,Norte,Carla Dias,3099,7,2551.9861654865
2025-06-05,Memória RAM,Armazenamento,Sul,Diego Lima,4411,6,3895.506171453533
2024-03-03,Headset,Informática,Sul,Carla Dias,5295,2,2594.961608630277
2023-11-13,Webcam,Periféricos,Norte,Eva Santos,3616,22,2937.122140837257
2024-09-26,Mouse,Informática,Sul,Bruno Costa,3238,13,5381.102935325693
2023-01-09,Webcam,Informática,Norte,Bruno Costa,1265,12,5090.138684975577
2025-02-12,Webcam,Periféricos,Oeste,Carla Dias,4728,15,1919.5445483163999
2023-08-11,Headphone,Armazenamento,Sul,Ana Silva,2740,27,7188.064447579763
2024-07-06,Memória RAM,Periféricos,Norte,Carla Dias,7522,9,6913.285281717413
2024-12-16,Mouse,Informática,Leste,Diego Lima,3723,2,4111.939788984417
2023-04-21,Headset,Periféricos,Sul,Bruno Costa,3128,17,3511.3458821503427
2023-09-08,Headset,Informática,Oeste,Bruno Costa,10789,27,3064.699385234142
2024-01-18,SSD,Periféricos,Norte,Bruno Costa,9572,29,5681.561915838198
2023-01-07,Teclado,Periféricos,Sul,Ana Silva,11008,5,5399.595173099006
2024-04-03,SSD,Armazenamento,Sul,Ana Silva,7463,11,1633.7504069487911
2023-07-27,SSD,Informática,Sul,Eva Santos,7172,22,5397.947607898862
2025-06-18,Headset,Armazenamento,Oeste,Carla Dias,5125,19,2079.2550572881564
2023-01-22,Headphone,Informática,Norte,Carla Dias,5075,24,226.98202526632247
2024-02-14,Webcam,Periféricos,Leste,Diego Lima,8197,7,5617.732726096026
2025-06-13,Memória RAM,Informática,Leste,Bruno Costa,8240,2,5186.765331489137
2024-05-29,Webcam,Armazenamento,Leste,Ana Silva,8201,16,3333.609358004784
2025-03-19,Webcam,Armazenamento,Norte,Diego Lima,5442,12,4243.433562882488
2025-05-23,Mouse,Armazenamento,Leste,Diego Lima,6795,23,7581.579998309617
2023-01-14,Headset,Informática,Oeste,Ana Silva,10936,15,4793.985432771066
2025-08-28,Memória RAM,Armazenamento,Norte,Carla Dias,5553,1,5290.440767865329
2025-09-04,Headphone,Armazenamento,Sul,Bruno Costa,3580,25,586.1776619171974
2025-10-10,Mouse,Armazenamento,Oeste,Carla Dias,11259,13,1394.676128546992
2025-11-01,Teclado,Periféricos,Sul,Diego Lima,11294,23,2463.542029179778
2023-03-28,Headphone,Periféricos,Leste,Bruno Costa,2145,6,4351.884198782894
2025-06-27,SSD,Informática,Oeste,Eva Santos,6180,13,6230.599896187904
2023-05-02,Headphone,Informática,Norte,Diego Lima,4041,18,2624.227752085609
2025-01-19,Headphone,Armazenamento,Oeste,Carla Dias,7295,3,2902.5488493918897
2024-11-15,Webcam,Periféricos,Sul,Carla Dias,8648,1,2108.715010576091
2023-11-05,Headphone,Armazenamento,Norte,Carla Dias,9704,15,2096.5058880188226
2024-11-25,SSD,Armazenamento,Oeste,Ana Silva,2252,26,7595.001659486788
2023-10-15,SSD,Periféricos,Oeste,Diego Lima,3180,13,5112.820862581609
2023-11-03,Headset,Periféricos,Oeste,Bruno Costa,8674,5,1314.7378488363788
2025-07-02,Headphone,Periféricos,Oeste,Carla Dias,8257,25,5800.208738427338
2024-10-23,Webcam,Informática,Norte,Carla Dias,11094,13,5798.4074554114295
2024-07-02,Headphone,Informática,Sul,Ana Silva,392,22,5358.443952745344
2023-11-08,Teclado,Armazenamento,Oeste,Bruno Costa,2034,5,1146.9859251180558
2025-05-22,Teclado,Informática,Norte,Diego Lima,8165,28,3311.2925490791285
2025-12-18,Webcam,Periféricos,Sul,Eva Santos,9774,19,925.510137515752
2025-07-12,Headset,Periféricos,Oeste,Ana Silva,10892,21,6547.634392409721
2025-01-24,Headset,Informática,Sul,Diego Lima,6897,24,5268.963373969121
2023-02-04,SSD,Armazenamento,Sul,Eva Santos,8644,28,4097.055179201121
2024-03-20,SSD,Armazenamento,Norte,Carla Dias,4480,18,2796.682573884725
2023-04-03,Mouse,Informática,Sul,Carla Dias,8013,21,1539.2558379959125
2023-12-19,Webcam,Armazenamento,Norte,Bruno Costa,3259,22,923.0649035582145
2025-06-21,Headphone,Armazenamento,Oeste,Eva Santos,2336,10,7756.385611692244
2025-05-11,Memória RAM,Armazenamento,Sul,Carla Dias,1700,24,1661.2172442917026
2023-06-08,Webcam,Periféricos,Sul,Carla Dias,10134,8,554.2070436333745
2025-08-14,Mouse,Periféricos,Leste,Bruno Costa,796,15,7696.400835685372
2023-01-24,SSD,Informática,Oeste,Diego Lima,6294,21,4427.697791553991
2024-02-08,Webcam,Periféricos,Oeste,Carla Dias,4806,25,6389.521341129852
2025-03-15,Webcam,Armazenamento,Leste,Ana Silva,9054,20,426.62550981068296
2024-05-30,SSD,Periféricos,Leste,Ana Silva,687,28,4570.211191238865
2025-01-01,Mouse,Informática,Norte,Diego Lima,6722,25,3233.8229158145214
2024-06-15,SSD,Periféricos,Norte,Eva Santos,384,27,6193.958320051077
2025-08-13,Headset,Armazenamento,Sul,Bruno Costa,10738,23,384.33111346134405
2023-06-01,Headphone,Armazenamento,Sul,Ana Silva,9846,22,3261.3893030079857
2025-08-04,SSD,Informática,Sul,Ana Silva,6689,4,6408.661482330673
2024-08-30,Mouse,Periféricos,Sul,Diego Lima,1524,2,4219.76233593589
2024-02-24,Teclado,Periféricos,Norte,Eva Santos,2059,24,4436.306828708944
2025-05-15,Headset,Periféricos,Oeste,Eva Santos,9257,6,849.5442811704468
2024-07-31,Teclado,Armazenamento,Sul,Diego Lima,7368,28,1128.0580044711237
2023-12-01,Memória RAM,Informática,Oeste,Ana Silva,230,3,5441.836874497024
2025-07-20,SSD,Periféricos,Sul,Bruno Costa,2233,7,5426.369248536165
2023-10-22,Headset,Armazenamento,Leste,Ana Silva,11030,10,7834.498882478005
2025-01-24,Headphone,Armazenamento,Sul,Eva Santos,1840,23,5718.667665479159
2023-07-05,SSD,Armazenamento,Sul,Ana Silva,906,6,3986.4884877929026
2024-09-28,Headphone,Periféricos,Sul,Bruno Costa,2820,16,6870.036362385738
2024-06-13,Webcam,Periféricos,Norte,Carla Dias,3901,2,907.426047662215
2023-01-21,Teclado,Periféricos,Leste,Ana Silva,11894,24,3638.4229014983357
2025-06-29,Headset,Periféricos,Sul,Diego Lima,8809,17,2353.9041585463524
2025-05-16,Headphone,Periféricos,Sul,Carla Dias,5411,13,908.7314308667947
2025-03-04,Mouse,Periféricos,Oeste,Diego Lima,7002,1,6126.936510985301
2023-04-10,Headphone,Periféricos,Leste,Diego Lima,1644,6,4125.472881551161
2025-01-21,Mouse,Periféricos,Sul,Diego Lima,5890,5,4489.608261588126
2024-04-22,SSD,Periféricos,Oeste,Ana Silva,9361,25,3337.1410882498058
2025-07-28,Headset,Armazenamento,Oeste,Eva Santos,8205,13,3725.870874293663
2024-06-09,Headphone,Periféricos,Norte,Carla Dias,1051,28,998.8577060141848
2023-11-30,Memória RAM,Informática,Oeste,Bruno Costa,822,23,5409.5091683528535
2023-01-02,Headphone,Armazenamento,Sul,Eva Santos,8780,18,3504.983088073293
2024-01-10,Memória RAM,Periféricos,Norte,Ana Silva,10418,29,6548.7991791863
2023-10-20,Headset,Informática,Norte,Diego Lima,594,12,1634.5946251331627
2025-04-16,Headphone,Periféricos,Sul,Bruno Costa,9307,7,1704.0363398771792
2025-10-01,Mouse,Informática,Leste,Carla Dias,8805,15,5194.415806523047
2024-07-06,Headphone,Informática,Oeste,Eva Santos,2348,3,6780.347113307384
2023-11-14,Teclado,Informática,Norte,Eva Santos,2437,16,3819.8068818559486
2024-01-16,SSD,Informática,Leste,Bruno Costa,11518,1,5837.474640366152
2023-01-14,Webcam,Armazenamento,Sul,Ana Silva,4158,27,7994.692978225238
2024-05-18,Mouse,Armazenamento,Oeste,Carla Dias,11846,16,7922.9038666531105
2023-08-19,Teclado,Informática,Oeste,Bruno Costa,9254,24,5975.147795147865
2023-05-10,Memória RAM,Periféricos,Norte,Diego Lima,646,12,5937.524998251731
2025-04-17,SSD,Informática,Oeste,Carla Dias,1613,19,2041.141586615333
2025-06-09,Headset,Armazenamento,Oeste,Eva Santos,6978,27,6681.633881826688
2023-01-28,Mouse,Periféricos,Oeste,Bruno Costa,4403,8,3288.408846213195
2023-03-07,Webcam,Armazenamento,Oeste,Eva Santos,643,23,7698.9917661452355
2023-09-18,SSD,Armazenamento,Sul,Eva Santos,5215,12,724.9072945589293
2024-04-04,Memória RAM,Periféricos,Leste,Eva Santos,5580,15,3531.8557214719904
2023-10-28,Webcam,Informática,Sul,Ana Silva,1576,2,4482.256662453309
2025-07-07,Headset,Informática,Sul,Eva Santos,10034,29,3288.8371601224258
2023-10-14,Headset,Informática,Norte,Diego Lima,1943,17,1747.7871887991512
2025-10-30,Memória RAM,Informática,Oeste,Diego Lima,2873,7,4776.468831157478
2024-09-21,Mouse,Periféricos,Sul,Carla Dias,808,13,6066.869883831089
2023-09-27,Memória RAM,Periféricos,Oeste,Eva Santos,4911,1,5187.121680479956
2024-08-14,Headphone,Periféricos,Sul,Eva Santos,7780,6,1936.834882559673
2025-04-23,Headset,Armazenamento,Sul,Bruno Costa,8891,13,5874.33491939871
2025-05-11,SSD,Periféricos,Norte,Ana Silva,8984,11,2114.630623872941
2023-05-13,Headphone,Informática,Leste,Carla Dias,4500,10,1467.602714358397
2025-08-29,Teclado,Armazenamento,Leste,Eva Santos,357,16,5550.090682274679
2024-05-27,Webcam,Informática,Sul,Bruno Costa,10839,27,6754.874989222319
2023-11-09,Headphone,Informática,Norte,Ana Silva,4340,26,3893.7924257568693
2024-07-29,Webcam,Periféricos,Oeste,Carla Dias,2033,24,4288.623001656427
2025-06-04,Memória RAM,Periféricos,Oeste,Carla Dias,3036,23,2477.7607581321613
2024-11-17,Headphone,Informática,Sul,Eva Santos,627,20,3997.3746796714554
2023-06-14,Memória RAM,Informática,Leste,Carla Dias,9103,17,1125.305344258265
2023-11-01,Teclado,Armazenamento,Norte,Bruno Costa,8531,17,7650.180171089281
2023-06-05,Headset,Periféricos,Leste,Carla Dias,7004,4,6418.856376960242
2024-09-11,Teclado,Armazenamento,Oeste,Diego Lima,905,5,5370.346641711703
2025-08-14,Headset,Armazenamento,Leste,Bruno Costa,9788,28,4342.499423740472
2023-11-30,Memória RAM,Armazenamento,Oeste,Ana Silva,5081,23,6353.979558925479
2025-08-26,Headset,Informática,Norte,Ana Silva,10005,14,3998.47733751957
2024-05-25,Webcam,Armazenamento,Norte,Eva Santos,5874,20,2455.7933525838976
2025-11-09,SSD,Armazenamento,Sul,Eva Santos,10177,10,1350.1639425200426
2023-10-09,Teclado,Informática,Sul,Diego Lima,4300,14,5208.877863310314
2025-03-07,Headphone,Periféricos,Leste,Ana Silva,4210,28,7441.051900609991
2025-10-21,Teclado,Periféricos,Norte,Ana Silva,4915,1,1296.6589437544612
2023-04-29,Webcam,Armazenamento,Norte,Ana Silva,3762,11,1505.7429168023896
2025-11-24,Headset,Informática,Sul,Ana Silva,6703,26,3514.159784603518
2023-07-17,Webcam,Periféricos,Oeste,Carla Dias,7528,23,6470.642835523937
2024-04-29,Mouse,Armazenamento,Leste,Bruno Costa,1839,18,2407.8680134543165
2025-12-18,Mouse,Armazenamento,Leste,Bruno Costa,1466,16,2090.9903633866224
2025-04-16,Headphone,Informática,Sul,Diego Lima,7280,29,4990.133028385644
2025-10-05,Webcam,Armazenamento,Norte,Carla Dias,3336,27,4322.069072444709
2024-11-21,Memória RAM,Periféricos,Sul,Ana Silva,5939,18,556.9452864062712
2025-11-01,Headphone,Informática,Sul,Ana Silva,1295,8,725.4006202894702
2024-05-04,Memória RAM,Periféricos,Sul,Eva Santos,4544,28,5172.662803063348
2023-10-03,Headphone,Periféricos,Sul,Eva Santos,8092,10,3763.778905250414
2024-11-23,Mouse,Periféricos,Oeste,Diego Lima,7698,26,7770.139357386044
2023-08-30,Headphone,Armazenamento,Oeste,Ana Silva,710,10,5453.968772982113
2023-05-06,Mouse,Armazenamento,Norte,Diego Lima,2062,5,159.78340298639313
2023-08-05,Headset,Periféricos,Sul,Carla Dias,2014,10,3889.6687360196574
2025-11-28,Memória RAM,Periféricos,Oeste,Bruno Costa,446,18,3362.4276454809974
2024-05-09,Webcam,Informática,Norte,Ana Silva,2559,21,925.1737711506481
2024-03-02,Headphone,Informática,Sul,Carla Dias,10978,24,7391.813980107745
2025-07-07,Mouse,Armazenamento,Leste,Ana Silva,7780,6,6455.689488727251
2023-05-31,Teclado,Armazenamento,Oeste,Eva Santos,1611,3,1902.2803946864149
2024-01-19,Memória RAM,Informática,Norte,Diego Lima,4442,8,2107.367610036538
2023-11-04,Headphone,Periféricos,Leste,Eva Santos,2418,9,333.5829822900516
2025-01-15,SSD,Armazenamento,Sul,Bruno Costa,1144,5,2430.0022165060045
2025-06-10,Headset,Periféricos,Sul,Eva Santos,6704,29,4710.2063105937605
2024-01-10,Headset,Informática,Sul,Ana Silva,157,2,3413.0796360224126
2025-10-28,Teclado,Armazenamento,Oeste,Eva Santos,10933,2,7756.503272659872
2023-05-09,Mouse,Armazenamento,Norte,Ana Silva,2665,7,524.1549405682733
2025-10-11,Headphone,Informática,Leste,Bruno Costa,1567,17,4764.126858480164
2024-10-30,Memória RAM,Armazenamento,Norte,Eva Santos,2466,10,6877.810768815821
2024-05-31,Mouse,Informática,Oeste,Diego Lima,7508,12,3887.468026285003
2023-03-27,Headset,Armazenamento,Norte,Diego Lima,4082,2,103.46474683834276
2023-11-07,Mouse,Informática,Oeste,Diego Lima,6354,10,2002.9878786240995
2024-03-02,Headset,Armazenamento,Sul,Eva Santos,1437,20,2644.250287290292
2023-04-24,Mouse,Periféricos,Leste,Eva Santos,11186,1,7730.676396895103
2023-10-30,Teclado,Periféricos,Sul,Eva Santos,1268,4,7301.2443921625
2025-01-13,Webcam,Periféricos,Norte,Ana Silva,8894,13,7597.430400452432
2024-08-10,Teclado,Armazenamento,Sul,Bruno Costa,7787,12,6620.006984326389
2025-09-13,Teclado,Armazenamento,Leste,Diego Lima,810,11,2865.0500541821225
2023-12-11,Webcam,Periféricos,Sul,Ana Silva,9057,29,7254.541263001908
2025-03-24,Webcam,Periféricos,Leste,Diego Lima,7072,10,7854.941287021426
2025-03-11,Headphone,Informática,Leste,Ana Silva,11927,15,2852.564793217627
2025-10-21,Memória RAM,Informática,Sul,Eva Santos,8254,5,2143.6032506126753
2025-12-12,Memória RAM,Informática,Oeste,Diego Lima,6487,25,4411.577038835193
2025-12-28,Headphone,Periféricos,Norte,Eva Santos,2679,17,1562.2453653835257
2023-12-27,Teclado,Periféricos,Oeste,Diego Lima,4120,28,338.3838335385313
2025-10-06,Teclado,Periféricos,Oeste,Carla Dias,3557,5,7570.982875237688
2024-12-04,Headset,Informática,Sul,Ana Silva,9800,2,7411.865808936041
2024-07-28,Headset,Armazenamento,Norte,Carla Dias,11609,9,1368.2185217959986
2024-11-18,Memória RAM,Periféricos,Norte,Ana Silva,9196,6,3309.302755683378
2025-02-19,Headphone,Armazenamento,Oeste,Bruno Costa,7566,18,6661.80760111967
2024-08-07,SSD,Armazenamento,Sul,Diego Lima,4910,14,5315.122366661156
2024-08-11,SSD,Armazenamento,Norte,Bruno Costa,11879,19,3206.717072632054
2024-05-03,Headphone,Informática,Oeste,Bruno Costa,2047,14,5973.834297687927
2025-08-28,Headset,Armazenamento,Norte,Ana Silva,6514,8,7184.6153146247125
2024-05-08,Memória RAM,Periféricos,Sul,Carla Dias,8614,17,7415.1739777648745
2023-01-19,Memória RAM,Informática,Sul,Eva Santos,4237,28,3080.488926423737
2024-02-01,Headset,Periféricos,Sul,Ana Silva,9614,3,1454.6005861767255
2025-09-27,SSD,Periféricos,Norte,Eva Santos,4524,29,7309.683756896283
2025-04-30,Mouse,Informática,Leste,Bruno Costa,7757,10,813.0391312193439
2025-04-01,Mouse,Periféricos,Norte,Eva Santos,4169,17,5795.772058527056
2024-03-30,Headset,Periféricos,Leste,Carla Dias,965,27,1192.738733697549
2024-12-25,Mouse,Informática,Sul,Ana Silva,7405,11,3163.943888968122
2025-12-24,Webcam,Periféricos,Oeste,Carla Dias,1072,8,3339.5215126366165
2024-12-11,Headphone,Armazenamento,Leste,Carla Dias,5017,1,1337.3626876877004
2023-05-23,Headphone,Periféricos,Sul,Ana Silva,1414,13,7387.636957332366
2025-07-05,Headset,Armazenamento,Sul,Carla Dias,3874,21,101.13189063354721
2025-04-07,Teclado,Periféricos,Leste,Diego Lima,11129,4,7158.963662275714
2024-08-27,SSD,Informática,Oeste,Diego Lima,2872,7,7079.928241925845
2023-11-01,Headset,Informática,Sul,Diego Lima,5505,14,2590.352137288173
2025-01-05,Mouse,Periféricos,Leste,Eva Santos,2700,5,5657.931417443862
2023-10-18,SSD,Informática,Oeste,Carla Dias,5469,24,2082.2465774826587
2023-04-12,Teclado,Periféricos,Oeste,Ana Silva,11291,28,6089.486613051193
2025-05-16,Mouse,Informática,Sul,Ana Silva,6836,11,4524.068354958928
2025-08-25,Memória RAM,Armazenamento,Norte,Eva Santos,1823,17,2457.785597641454
2025-08-31,Webcam,Periféricos,Norte,Ana Silva,4737,5,3249.8592488102245
2025-04-21,Mouse,Armazenamento,Sul,Diego Lima,11434,20,5543.918759328156
2025-08-19,Webcam,Armazenamento,Oeste,Carla Dias,5503,3,7256.2918011787615
2025-07-30,SSD,Periféricos,Sul,Ana Silva,7007,5,1115.354011212815
2025-10-23,Webcam,Armazenamento,Leste,Ana Silva,11180,26,4605.202639779724
2023-03-26,SSD,Periféricos,Norte,Bruno Costa,1816,15,2089.5352597003703
2023-11-24,SSD,Armazenamento,Leste,Bruno Costa,4661,19,6426.868219013637
2025-03-26,SSD,Periféricos,Sul,Bruno Costa,10537,16,636.2794624862901
2024-03-29,SSD,Periféricos,Sul,Carla Dias,6322,8,5536.529858155665
2024-09-20,SSD,Informática,Oeste,Diego Lima,1534,13,1465.572428432956
2024-10-26,Mouse,Periféricos,Oeste,Diego Lima,4553,16,4803.372513753576
2023-01-12,SSD,Periféricos,Oeste,Diego Lima,4104,3,6698.685290566121
2023-10-31,Mouse,Armazenamento,Leste,Carla Dias,6455,1,6060.238844003702
2025-09-01,SSD,Periféricos,Oeste,Carla Dias,11241,9,6043.307670454407
2025-02-21,Webcam,Informática,Sul,Bruno Costa,8402,9,4181.3348725202895
2023-02-12,Memória RAM,Armazenamento,Oeste,Ana Silva,7388,22,7134.705087449793
2025-08-01,SSD,Armazenamento,Norte,Eva Santos,7131,26,4737.793170076624
2023-12-09,Teclado,Informática,Oeste,Eva Santos,6176,17,7346.742310912599
2024-05-12,SSD,Armazenamento,Leste,Ana Silva,6759,24,4408.457866032747
2023-12-30,SSD,Armazenamento,Norte,Bruno Costa,10632,2,4087.2472591184232
2025-06-09,Webcam,Armazenamento,Norte,Ana Silva,8814,9,1841.0359121456906
2024-03-02,Headphone,Armazenamento,Norte,Ana Silva,1108,24,4394.710299919224
2025-10-01,Webcam,Informática,Leste,Eva Santos,8874,19,1193.431863491264
2023-01-21,Teclado,Informática,Sul,Bruno Costa,643,13,6967.9463939756
2024-02-11,Headphone,Armazenamento,Oeste,Carla Dias,7192,5,5433.063758569684
2024-09-10,Headset,Armazenamento,Norte,Eva Santos,231,9,7949.5927520641
2025-10-11,Headset,Informática,Norte,Carla Dias,7149,13,809.411628100943
2023-12-02,Teclado,Informática,Norte,Bruno Costa,3120,1,1986.1281787746718
2024-02-03,Webcam,Informática,Sul,Ana Silva,161,25,7027.096145787823
2025-03-03,Mouse,Armazenamento,Sul,Diego Lima,7974,15,3210.412470169828
2024-12-15,Teclado,Armazenamento,Leste,Diego Lima,911,4,3773.1196806566286
2023-02-20,Memória RAM,Periféricos,Sul,Bruno Costa,3335,4,6896.362948109926
2023-11-20,Headphone,Informática,Oeste,Diego Lima,175,20,4212.839941603622
2025-02-27,Headphone,Armazenamento,Leste,Carla Dias,1956,10,1612.3287273617955
2023-05-21,SSD,Informática,Leste,Diego Lima,6801,28,7144.878514045465
2024-04-14,Headset,Armazenamento,Oeste,Bruno Costa,5814,25,326.0083188704252
2025-02-25,Headphone,Informática,Oeste,Bruno Costa,5304,6,7171.53843973607
2025-08-21,Teclado,Armazenamento,Oeste,Carla Dias,5974,27,480.12019524489074
2025-10-04,Headphone,Periféricos,Leste,Diego Lima,3809,24,5353.5269676330145
2024-01-08,Teclado,Periféricos,Leste,Diego Lima,1675,12,647.7006870286506
2024-05-08,Mouse,Informática,Leste,Ana Silva,910,20,5673.206848843319
2025-01-20,SSD,Armazenamento,Oeste,Eva Santos,744,16,349.052864956971
2023-10-18,Headset,Armazenamento,Oeste,Bruno Costa,7342,3,6752.265203469437
2023-04-16,Headphone,Informática,Norte,Ana Silva,1205,14,3770.2760913654793
2024-10-31,Teclado,Armazenamento,Sul,Bruno Costa,10196,1,820.1549883375131
2023-01-02,Webcam,Informática,Norte,Ana Silva,3233,10,5678.01000448034
2024-08-11,Headset,Armazenamento,Oeste,Eva Santos,3825,15,3955.178047429799
2024-10-05,Mouse,Informática,Leste,Ana Silva,10390,7,1592.3149622935077
2023-03-31,Teclado,Armazenamento,Oeste,Bruno Costa,9800,4,204.12520119870817
2023-12-16,Memória RAM,Informática,Sul,Diego Lima,6107,14,3390.5462170262545
2025-11-28,Memória RAM,Armazenamento,Norte,Bruno Costa,5405,24,758.1835073700017
2025-06-27,SSD,Periféricos,Norte,Carla Dias,9561,16,825.8240101181186
2023-06-08,SSD,Armazenamento,Leste,Carla Dias,4378,14,2197.250023032401
2025-08-16,Mouse,Informática,Norte,Carla Dias,4331,3,5073.22971416
2023-11-08,Mouse,Periféricos,Norte,Carla Dias,9841,17,4276.892019802717
2024-03-20,SSD,Armazenamento,Oeste,Eva Santos,1980,21,626.3794814087504
2023-10-25,Headphone,Periféricos,Norte,Diego Lima,3545,14,7749.975705068361
2025-08-09,Headphone,Armazenamento,Norte,Diego Lima,1353,18,7106.376011293161
2023-02-05,Teclado,Periféricos,Norte,Bruno Costa,2960,3,2133.065858189653
2024-07-12,Webcam,Informática,Leste,Ana Silva,3242,22,1048.9215216201587
2025-06-09,Teclado,Armazenamento,Leste,Bruno Costa,3194,19,7543.830688875362
2023-05-21,Webcam,Armazenamento,Oeste,Bruno Costa,6221,3,3732.242880815143
2025-06-05,Mouse,Informática,Norte,Bruno Costa,7422,12,2544.4423609897717
2024-12-26,Headset,Periféricos,Leste,Bruno Costa,4823,22,3963.635638508284
2025-11-15,Teclado,Informática,Leste,Diego Lima,3664,5,6200.133624807584
2024-06-04,Teclado,Informática,Oeste,Ana Silva,10140,10,1413.6115625601915
2023-01-10,Webcam,Periféricos,Sul,Bruno Costa,6342,9,6158.567001393712
2025-09-10,Mouse,Informática,Norte,Diego Lima,10917,1,6015.6185604362145
2024-01-13,Mouse,Armazenamento,Leste,Bruno Costa,294,13,4351.637782339768
